foot,sensor1,sensor2,sensor3,sensor4,sensor5,sensor6,sensor7,sensor8,sensor9,sensor10,sensor11,sensor12,sensor13,sensor14,sensor15,sensor16,timestamp
0.0,72.66666666666667,74.0,75.33333333333333,76.66666666666667,78.0,79.33333333333333,80.66666666666667,82.0,83.33333333333333,84.66666666666667,86.0,87.33333333333333,88.66666666666667,90.0,91.33333333333333,92.66666666666667,108
1.0,53.333333333333336,52.0,50.666666666666664,49.333333333333336,48.0,46.666666666666664,45.333333333333336,44.0,42.666666666666664,41.33333333333333,40.0,38.666666666666664,37.33333333333333,36.0,34.666666666666664,33.33333333333333,108
0.0,71.875,73.125,74.375,75.625,76.875,78.125,79.375,80.625,81.875,83.125,84.375,85.625,86.875,88.125,89.375,90.625,109
1.0,53.75,52.5,51.25,50.0,48.75,47.5,46.25,45.0,43.75,42.5,41.25,40.0,38.75,37.5,36.25,35.0,109
0.0,71.08333333333333,72.25,73.41666666666667,74.58333333333333,75.75,76.91666666666667,78.08333333333333,79.25,80.41666666666667,81.58333333333333,82.75,83.91666666666667,85.08333333333334,86.25,87.41666666666667,88.58333333333334,110
1.0,54.166666666666664,53.0,51.833333333333336,50.666666666666664,49.5,48.33333333333333,47.166666666666664,46.0,44.83333333333333,43.666666666666664,42.5,41.33333333333333,40.166666666666664,39.0,37.83333333333333,36.666666666666664,110
0.0,70.29166666666667,71.375,72.45833333333333,73.54166666666667,74.625,75.70833333333333,76.79166666666667,77.875,78.95833333333334,80.04166666666667,81.125,82.20833333333334,83.29166666666667,84.375,85.45833333333334,86.54166666666667,111
1.0,54.583333333333336,53.5,52.416666666666664,51.333333333333336,50.25,49.166666666666664,48.08333333333333,47.0,45.916666666666664,44.83333333333333,43.75,42.666666666666664,41.58333333333333,40.5,39.416666666666664,38.33333333333333,111
0.0,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,112
1.0,55.0,54.0,53.0,52.0,51.0,50.0,49.0,48.0,47.0,46.0,45.0,44.0,43.0,42.0,41.0,40.0,112
0.0,68.70833333333333,69.625,70.54166666666667,71.45833333333333,72.375,73.29166666666667,74.20833333333334,75.125,76.04166666666667,76.95833333333334,77.875,78.79166666666667,79.70833333333334,80.625,81.54166666666667,82.45833333333334,113
1.0,55.416666666666664,54.5,53.583333333333336,52.666666666666664,51.75,50.83333333333333,49.916666666666664,49.0,48.08333333333333,47.166666666666664,46.25,45.33333333333333,44.416666666666664,43.5,42.58333333333333,41.666666666666664,113
0.0,67.91666666666667,68.75,69.58333333333334,70.41666666666667,71.25,72.08333333333334,72.91666666666667,73.75,74.58333333333334,75.41666666666667,76.25,77.08333333333334,77.91666666666667,78.75,79.58333333333334,80.41666666666667,114
1.0,55.83333333333333,55.0,54.166666666666664,53.33333333333333,52.5,51.666666666666664,50.83333333333333,50.0,49.166666666666664,48.33333333333333,47.5,46.666666666666664,45.83333333333333,45.0,44.166666666666664,43.33333333333333,114
0.0,67.125,67.875,68.625,69.375,70.125,70.875,71.625,72.375,73.125,73.875,74.625,75.375,76.125,76.875,77.625,78.375,115
1.0,56.25,55.5,54.75,54.0,53.25,52.5,51.75,51.0,50.25,49.5,48.75,48.0,47.25,46.5,45.75,45.0,115
0.0,66.33333333333333,67.0,67.66666666666667,68.33333333333334,69.0,69.66666666666667,70.33333333333334,71.0,71.66666666666667,72.33333333333334,73.0,73.66666666666667,74.33333333333334,75.0,75.66666666666667,76.33333333333334,116
1.0,56.666666666666664,56.0,55.33333333333333,54.666666666666664,54.0,53.33333333333333,52.666666666666664,52.0,51.33333333333333,50.666666666666664,50.0,49.33333333333333,48.666666666666664,48.0,47.33333333333333,46.666666666666664,116
0.0,65.54166666666667,66.125,66.70833333333334,67.29166666666667,67.875,68.45833333333334,69.04166666666667,69.625,70.20833333333334,70.79166666666667,71.375,71.95833333333334,72.54166666666667,73.125,73.70833333333334,74.29166666666667,117
1.0,57.08333333333333,56.5,55.916666666666664,55.33333333333333,54.75,54.166666666666664,53.58333333333333,53.0,52.416666666666664,51.83333333333333,51.25,50.666666666666664,50.08333333333333,49.5,48.916666666666664,48.33333333333333,117
0.0,64.75,65.25,65.75,66.25,66.75,67.25,67.75,68.25,68.75,69.25,69.75,70.25,70.75,71.25,71.75,72.25,118
1.0,57.5,57.0,56.5,56.0,55.5,55.0,54.5,54.0,53.5,53.0,52.5,52.0,51.5,51.0,50.5,50.0,118
0.0,63.958333333333336,64.375,64.79166666666667,65.20833333333334,65.625,66.04166666666667,66.45833333333334,66.875,67.29166666666667,67.70833333333334,68.125,68.54166666666667,68.95833333333334,69.375,69.79166666666667,70.20833333333334,119
1.0,57.916666666666664,57.5,57.08333333333333,56.666666666666664,56.25,55.83333333333333,55.416666666666664,55.0,54.58333333333333,54.166666666666664,53.75,53.33333333333333,52.916666666666664,52.5,52.08333333333333,51.666666666666664,119
0.0,63.16666666666667,63.5,63.833333333333336,64.16666666666667,64.5,64.83333333333334,65.16666666666667,65.5,65.83333333333334,66.16666666666667,66.5,66.83333333333334,67.16666666666667,67.5,67.83333333333334,68.16666666666667,120
1.0,58.33333333333333,58.0,57.666666666666664,57.33333333333333,57.0,56.666666666666664,56.33333333333333,56.0,55.666666666666664,55.33333333333333,55.0,54.666666666666664,54.33333333333333,54.0,53.666666666666664,53.33333333333333,120
0.0,62.375,62.625,62.875,63.125,63.375,63.625,63.875,64.125,64.375,64.625,64.875,65.125,65.375,65.625,65.875,66.125,121
1.0,58.75,58.5,58.25,58.0,57.75,57.5,57.25,57.0,56.75,56.5,56.25,56.0,55.75,55.5,55.25,55.0,121
0.0,61.583333333333336,61.75,61.91666666666667,62.083333333333336,62.25,62.41666666666667,62.583333333333336,62.75,62.91666666666667,63.083333333333336,63.25,63.41666666666667,63.583333333333336,63.75,63.91666666666667,64.08333333333334,122
1.0,59.166666666666664,59.0,58.83333333333333,58.666666666666664,58.5,58.33333333333333,58.166666666666664,58.0,57.83333333333333,57.666666666666664,57.5,57.33333333333333,57.166666666666664,57.0,56.83333333333333,56.666666666666664,122
0.0,60.79166666666667,60.875,60.958333333333336,61.04166666666667,61.125,61.208333333333336,61.29166666666667,61.375,61.458333333333336,61.54166666666667,61.625,61.708333333333336,61.79166666666667,61.875,61.958333333333336,62.04166666666667,123
1.0,59.58333333333333,59.5,59.416666666666664,59.33333333333333,59.25,59.166666666666664,59.08333333333333,59.0,58.916666666666664,58.83333333333333,58.75,58.666666666666664,58.58333333333333,58.5,58.416666666666664,58.33333333333333,123
0.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,124
1.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,124
